rank,workers,company,state_s,city,metro,growth,revenue,industry,yrs_on_list
307,703,LongView International Technology Solutions,VA,Alexandria,Washington DC,1505.6112,128269211,Government Services,2
308,188,Softhq,CA,San Diego,San Diego,1496.7527,16058111,IT Services,1
309,24,EveryMundo,FL,Miami,Miami,1495.2936,2454423,Advertising & Marketing,1
310,20,CoolMiniOrNot,GA,Alpharetta,Atlanta,1494.8187,6156000,Consumer Products & Services,1
311,62,Logical Position,OR,Lake Oswego,Portland OR,1486.2973,3537094,Advertising & Marketing,1
312,14,LDR Interactive,OH,Rocky River,Cleveland,1485.7884,3364599,Software,1
313,74,etailz,WA,Spokane,Spokane WA,1484.855,27001000,Retail,1
314,245,Datto,CT,Norwalk,Bridgeport-Stamford-Norwalk CT,1481.8623,48927000,Security,3
315,15,MoTek Technologies,CA,Valencia,Los Angeles,1475.4762,2185028,IT Services,1
316,165,Rigid Industries,AZ,Gilbert,Phoenix,1463.6408,40092000,Manufacturing,2
317,9,Phidiax,CO,Denver,Denver,1461.4173,1983000,IT Services,1
318,220,Lolly Wolly Doodle,NC,Lexington,Thomasville-Lexington NC,1451.9855,11601976,Retail,1
319,22,ipDatatel,TX,Sugar Land,Houston,1451.735,4102896,Security,1
320,15,Parts Life,NJ,Cinnaminson,Philadelphia,1449.5801,5513406,Government Services,1
321,65,IIT,NY,Hicksville,New York City,1446.1606,18413056,IT Services,1
322,2000,Wingspan Portfolio Advisors,TX,Dallas,Dallas,1442.2048,119891000,Financial Services,2
323,2,Gold Refinery of San Diego,CA,San Diego,San Diego,1440.0701,37821889,Financial Services,1
324,2,modulR,KY,Louisville,Louisville/Jefferson KY-IN,1437.6965,2213345,Consumer Products & Services,1
325,20,E-Push! E-Share!,FL,St. Petersburg,Tampa,1437.3041,3494200,Business Products & Services,1
326,718,GoPro,CA,San Mateo,San Francisco,1429.1279,985737000,Consumer Products & Services,1
327,128,Refinery29,NY,New York,New York City,1426.6069,29142406,Media,3
328,38,Advice Interactive Group,TX,McKinney,Dallas,1420.7893,5915171,Advertising & Marketing,3
329,10,Outdoor Tech,CA,Los Angeles,Los Angeles,1418.6927,3013390,Consumer Products & Services,1
330,85,Sev1Tech,VA,Woodbridge,Washington DC,1410.3131,13973719,IT Services,1
331,32,eLearning Brothers,UT,American Fork,Provo-Orem UT,1405.793,2456385,Education,1
332,15,TitanLED,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura CA,1402.2982,7866379,Manufacturing,1
333,110,Blueline Security Services,MD,Landover,Washington DC,1400.838,4558225,Security,2
334,57,Caduceus Healthcare,GA,Atlanta,Atlanta,1384.9234,6018335,Government Services,2
335,144,HireVue,UT,South Jordan,Salt Lake City,1383.3471,9763331,Human Resources,2
336,65,Smart Energy Today,WA,Olympia,Olympia WA,1381.37,5091839,Energy,1
337,450,North American Dental Group,PA,New Castle,New Castle PA,1376.5812,41319955,Health,2
338,3,Glacier Payments,MT,Whitefish,Kalispell MT,1373.7533,5615000,Financial Services,1
339,37,OnSite Care,UT,Salt Lake City,Salt Lake City,1373.6527,2461000,Health,1
340,16,Morning Star Financial Services,MN,Golden Valley,Minneapolis,1372.7764,21962366,Financial Services,2
341,24,Surefire Social,VA,Herndon,Washington DC,1372.1611,2904721,Advertising & Marketing,1
342,34,Solomon Consulting Group,KS,Overland Park,Kansas City MO-KS,1369.7242,3102000,IT Services,2
343,89,Specialty Coating & Laminating,VA,Doswell,Richmond VA,1362.2311,44822953,Manufacturing,1
344,16,Think Tech Labs,TX,Dallas,Dallas,1361.4004,2442000,Software,1
345,9,Texas Green Giant,TX,Stafford,Houston,1354.7694,4251680,Environmental Services,1
346,137,New Wave Surgical,FL,Pompano Beach,Miami,1354.2374,21055670,Health,3
347,31,Mainstreet,IN,Carmel,Indianapolis IN,1352.351,106254000,Real Estate,4
348,5,The Participation Agency,NY,New York,New York City,1351.7859,2163161,Advertising & Marketing,1
349,10,Cumulus Global,MA,Westborough,Worcester MA,1350.0385,7531500,IT Services,1
350,18,BulbAmerica,NY,Long Island City,New York City,1349.0683,8958633,Retail,3
351,12,FlexWage Solutions,NJ,Mountainside,New York City,1337.1585,2630000,Financial Services,2
352,28,PureWow,NY,New York,New York City,1335.2861,3315511,Media,1
353,94,Rifle Paper Co.,FL,Winter Park,Orlando FL,1333.3899,8293178,Consumer Products & Services,1
354,186,LabTech Software,FL,Tampa,Tampa,1331.3266,34863009,Software,2
355,18,GME Supply,MO,Columbia,Columbia MO,1331.1164,18167693,Business Products & Services,1
356,17,Dope,CA,Los Angeles,Los Angeles,1330.6432,5350992,Consumer Products & Services,1
357,20,LocalSearchForDentists.com,TX,Austin,Austin,1324.4513,2316514,Advertising & Marketing,1
358,65,EmbedTek,WI,Hartland,Milwaukee-Waukesha-West Allis WI,1322.7174,13089000,Computer Hardware,1
359,33,FlexGround,AZ,Tempe,Phoenix,1322.1607,5134000,Construction,1
360,10,WebEyeCare,PA,Bristol,Philadelphia,1319.6092,9513000,Retail,2
361,17,TTCG,OR,McMinnville,Portland OR,1318.7688,6064371,Financial Services,1
362,183,WebPT,AZ,Phoenix,Phoenix,1316.1156,17077236,Software,2
363,21,StemExpress,CA,Placerville,Sacramento--Arden-Arcade--Roseville CA,1315.9111,2213239,Health,1
364,23,BlissLights,CA,Escondido,San Diego,1313.9577,17188664,Consumer Products & Services,1
365,60,Simon & Simon,PA,Philadelphia,Philadelphia,1307.8099,3882064,Consumer Products & Services,1
366,13,Restaurantware,IL,Chicago,Chicago,1307.2506,2365152,Food & Beverage,1
367,32,Fuel Medical Group,WA,Vancouver,Portland OR,1298.555,5851652,Health,1
368,20,Plug Smart,OH,Columbus,Columbus OH,1298.4926,7336660,Energy,2
369,33,Six Spoke Media,CA,San Francisco,San Francisco,1290.9639,11940799,Advertising & Marketing,1
370,160,Ameex Technologies,IL,Schaumburg,Chicago,1287.7637,3289000,IT Services,1
371,32,The RSR Company,VA,Herndon,Washington DC,1280.4156,6731431,Government Services,1
372,24,Team Trident,TX,Houston,Houston,1280.0156,11260458,Energy,3
373,11,Back to the Roots,CA,Oakland,San Francisco,1279.6712,3338280,Consumer Products & Services,1
374,6,Gadberry Construction Company,TX,Dallas,Dallas,1277.2433,3675394,Construction,1
375,16,Invision Security Group,PA,Plymouth Meeting,Philadelphia,1269.0071,3874290,Security,1
376,62,Invoca,CA,Santa Barbara,Santa Barbara-Santa Maria-Goleta CA,1267.2965,9407000,Software,1
377,10,Z Prepay,TX,Stafford,Houston,1267.1927,6422743,Financial Services,1
378,28,Re:think (Ramsey NJ),NJ,Ramsey,New York City,1267.1264,7136400,Advertising & Marketing,2
379,3,Lumber One Services,AZ,Paradise Valley,Phoenix,1258.1697,4101007,Business Products & Services,1
380,7,Blue Ridge Product Solutions,VA,Richmond,Richmond VA,1256.5241,3240085,Retail,1
381,15,WebyShops,TX,Arlington,Dallas,1255.2007,10713458,Retail,1
382,35,Dom & Tom,NY,New York,New York City,1232.4265,4051216,IT Services,1
383,23,Flat World Supply Chain,MO,O'Fallon,St. Louis MO-IL,1230.8908,40439397,Logistics & Transportation,1
384,12,Overstocks Trading,FL,Orlando,Orlando FL,1217.6426,2125845,Business Products & Services,1
385,31,Reliant Services Group,CA,San Diego,San Diego,1217.0459,5968009,Financial Services,2
386,18,PK4 Media,CA,El Segundo,Los Angeles,1211.9502,7109209,Advertising & Marketing,1
387,21,Escapada,SC,Mount Pleasant,Charleston-North Charleston SC,1210.571,4639880,Consumer Products & Services,1
388,15,ToCharge,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,1209.0625,2177272,Financial Services,1
389,4,New Tradition Media,NY,New York,New York City,1208.5764,2077365,Advertising & Marketing,1
390,90,Titan Electric Company,NC,Charlotte,Charlotte,1200.6346,10974404,Construction,2
391,35,Level 11,WA,Seattle,Seattle,1198.6088,8034934,IT Services,2
392,95,JayBird,UT,Salt Lake City,Salt Lake City,1194.0836,31216712,Consumer Products & Services,3
393,55,Four Seasons Home Services,IL,Crestwood,Chicago,1190.7212,15595849,Construction,1
394,105,Babyhaven.com,CA,Santa Fe Springs,Los Angeles,1185.5268,17622027,Retail,2
395,38,Trend Nation,NV,Las Vegas,Las Vegas-Paradise NV,1181.6154,12149714,Retail,2
396,35,StandBy Talent Staffing Services,GA,Atlanta,Atlanta,1179.4045,3672940,Human Resources,2
397,17,Startex Industries,IL,Addison,Chicago,1179.1043,14236162,Business Products & Services,1
398,10,Progressive Dental Marketing,FL,Clearwater,Tampa,1178.9107,2290043,Advertising & Marketing,1
399,23,Orangetheory Fitness,FL,Fort Lauderdale,Miami,1178.0823,7093459,Consumer Products & Services,1
400,15,DG3 Media Group,FL,Longwood,Orlando FL,1176.6722,2309500,Advertising & Marketing,1
401,37,National Tax Credit,GA,Woodstock,Atlanta,1175.9713,3420509,Financial Services,1
402,425,The Force Realty,WA,Bellevue,Seattle,1174.4444,8029000,Real Estate,3
403,45,Ruby Makeup Academy,CA,Temple City,Los Angeles,1174.2551,2119940,Education,1
404,31,Caliber Companies,AZ,Scottsdale,Phoenix,1169.6854,8016781,Real Estate,1
405,25,Patientco,GA,Atlanta,Atlanta,1167.3142,2961688,Health,1
406,9,Clicks and Clients,CO,Englewood,Denver,1163.9888,2079211,Advertising & Marketing,1
407,62,Rapier Solutions,NC,Matthews,Charlotte,1163.2141,10141765,IT Services,3
408,65,Peak Capital Partners,UT,Provo,Provo-Orem UT,1160.8392,48898043,Real Estate,1
409,17,Imagine Staffing Technology,NY,Buffalo,Buffalo-Niagara Falls NY,1152.9353,7596484,Human Resources,1
410,65,Construct Solutions,IN,Indianapolis,Indianapolis IN,1151.8545,8052266,Construction,3
411,170,Knight Solutions,VA,Leesburg,Washington DC,1150.4753,16187990,Government Services,2
412,36,Monster Flooring SALE,TX,Plano,Dallas,1149.5012,6759414,Retail,2
413,40,Spoken Communications,WA,Seattle,Seattle,1149.4578,15541118,Telecommunications,2
414,40,AKTA,IL,Chicago,Chicago,1147.4862,3130392,Business Products & Services,1
415,71,Car Wash Technologies,PA,Cranberry Township,Pittsburgh PA,1143.048,14079806,Business Products & Services,1
416,13,Biomedical Research Laboratories,DE,Wilmington,Philadelphia,1136.8085,2583087,Food & Beverage,1
417,11,SearchMarketers.com,CA,Irvine,Los Angeles,1136.7712,2069044,Advertising & Marketing,1
418,50,Radius (Kirkland WA),WA,Kirkland,Seattle,1130.0017,4930831,IT Services,1
419,22,New Venture Escrow,CA,San Diego,San Diego,1128.1892,2045107,Real Estate,1
420,61,Transactis,NY,New York,New York City,1125.7712,5485216,Business Products & Services,1
421,73,NLFC Holdings,FL,Ponte Vedra Beach,Palatka FL,1124.2185,10160450,Financial Services,1
422,290,Response Team 1,IL,Chicago,Chicago,1123.6258,60758453,Construction,1
423,5603,Bowlmor AMF,VA,Mechanicsville,Richmond VA,1120.0886,408540501,Food & Beverage,1
424,8,TK Media Direct,CA,North Hollywood,Los Angeles,1119.883,12791083,Advertising & Marketing,1
425,45,Latin Markets,NY,New York,New York City,1115.4906,5864256,Financial Services,1
426,10,ServerHub,AZ,Tempe,Phoenix,1112.4826,2040293,IT Services,1
427,11,Gossett Jones Homes,TX,Austin,Austin,1108.517,9329751,Construction,1
428,140,myThings,NY,New York,New York City,1100.4565,44707400,Advertising & Marketing,1
429,12,Revant,OR,Portland,Portland OR,1098.9055,4014523,Consumer Products & Services,1
430,130,Convene (Tampa FL),FL,Tampa,Tampa,1098.3222,9294271,IT Services,1
431,55,ShayCore Enterprises,FL,Jacksonville,Jacksonville FL,1095.3612,8391053,Construction,3
432,52,Fluent (New York NY),NY,New York,New York City,1094.3296,52688771,Advertising & Marketing,1
433,75,ApTask,NJ,Edison,New York City,1092.4201,15338183,IT Services,2
434,17,Cloud for Good,TN,Memphis,Memphis TN-MS-AR,1090.8537,1953000,IT Services,1
435,42,Ascendo Resources,FL,Coral Gables,Miami,1089.6989,15014000,Human Resources,2
436,35,Perseus Telecom,NY,New York,New York City,1089.0052,22710000,Telecommunications,1
437,33,TexPro Painters,TX,Arlington,Dallas,1084.8894,2794526,Construction,1
438,31,Fluent (Boston MA),MA,Boston,Boston,1080.224,13164042,Advertising & Marketing,2
439,4,ToiletTree Products,NY,Upper Nyack,New York City,1079.8496,3353510,Consumer Products & Services,1
440,313,Swiftpage,CO,Denver,Denver,1077.4366,50213870,Software,2
441,13,RIPT Apparel,IL,Chicago,Chicago,1076.2188,3281721,Retail,1
442,18,Framework Communications,IL,Chicago,Chicago,1075.3193,2212186,IT Services,1
443,228,EHD Technologies,TN,Brentwood,Nashville,1075.1481,25584830,Business Products & Services,2
444,38,I.T. Source,CA,Los Angeles,Los Angeles,1074.9919,102802777,IT Services,5
445,22,Field Nation,MN,Minneapolis,Minneapolis,1073.3871,43303193,Business Products & Services,2
446,20,Sol Systems,DC,Washington,Washington DC,1072.5702,23605772,Energy,2
447,17,TheraPearl,MD,Columbia,Baltimore,1068.2494,9467785,Consumer Products & Services,2
448,11,Rocktape,CA,Los Gatos,San Jose,1068.0202,5306631,Health,1
449,220,OBXtek,VA,Tysons Corner,Washington DC,1065.0729,37899110,Government Services,3
450,450,In-Flight Crew Connections,NC,Charlotte,Charlotte,1064.6754,9686489,Travel & Hospitality,2
451,2,Servlinx,CA,Santa Clara,San Jose,1052.2563,2284325,IT Services,1
452,114,E Revolution Ventures,DE,Selbyville,Seaford DE,1049.7842,43266794,Retail,3
453,35,The Doctor's Choice,CA,Los Angeles,Los Angeles,1048.9417,2442110,Health,1
454,70,WillowTree Apps,VA,Charlottesville,Charlottesville VA,1048.3935,8228033,Software,3
455,21,Tru Medical Solutions,TN,Ooltewah,Chattanooga TN-GA,1047.6979,4542703,Health,1
456,30,T1Visions,NC,Charlotte,Charlotte,1042.9245,2423000,Software,1
457,7,Fathom Realty,NC,Cary,Durham NC,1038.6491,2351447,Real Estate,1
458,694,Cloud Sherpas,GA,Atlanta,Atlanta,1036.0513,113058124,IT Services,2
459,400,Kanda Software,MA,Newton,Boston,1035.3846,5166000,Software,1
460,15,Content Marketing Institute,OH,Cleveland,Cleveland,1034.427,4420170,Media,3
461,15,Tillman Companies,TN,Knoxville,Knoxville TN,1032.7395,5224308,Construction,2
462,14,Prosper Insurance Group,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,1024.8304,2857553,Insurance,1
463,63,Impact Makers,VA,Richmond,Richmond VA,1024.0228,10337638,IT Services,3
464,10,Votto Vines Importing,CT,Hamden,New Haven-Milford CT,1023.2557,4313302,Food & Beverage,1
465,186,Coupa Software,CA,San Mateo,San Francisco,1023.228,23180135,Software,1
466,23,All Around,MN,Golden Valley,Minneapolis,1019.9459,12470116,Construction,2
467,12,Mashburn Outdoor,GA,Atlanta,Atlanta,1009.7108,5701805,Advertising & Marketing,1
468,40,Tracker Corp,CA,San Francisco,San Francisco,1001.7173,8340000,Software,1
469,150,Themesoft,CO,Colorado Springs,Colorado Springs CO,1000.5261,23119291,IT Services,1
470,41,Halvik,VA,Alexandria,Washington DC,999.8918,7847948,IT Services,1
471,373,OneSource Virtual,TX,Irving,Dallas,999.4536,36978000,Business Products & Services,2
472,5,Marie Forleo International,NY,New York,New York City,998.0448,11930257,Education,1
473,21,EPtronics,CA,Gardena,Los Angeles,996.8465,13477907,Manufacturing,1
474,640,American Addiction Centers,TN,Brentwood,Nashville,995.477,115741000,Health,1
475,24,Solid Commerce,CA,Marina Del Rey,Los Angeles,994.2994,2278966,Software,1
476,100,North American Power,CT,Norwalk,Bridgeport-Stamford-Norwalk CT,991.1632,263282947,Energy,1
477,309,Build Group,CA,San Francisco,San Francisco,990.292,199407728,Construction,3
478,81,Hipercept,NY,New York,New York City,988.4528,10536550,Real Estate,2
479,6,SeaSnax,CA,Los Angeles,Los Angeles,988.2353,3515000,Food & Beverage,1
480,22,Nimbo,NY,New York,New York City,987.2994,4575693,IT Services,1
481,20,Staff America,FL,Coral Springs,Miami,986.298,3428226,IT Services,1
482,134,Netsertive,NC,Morrisville,Durham NC,986.1774,19587732,Advertising & Marketing,2
483,65,Premier Logic,GA,Alpharetta,Atlanta,983.4519,8454717,Software,1
484,8,Energy Optimizers USA,OH,Tipp City,Dayton OH,979.2288,6269823,Energy,1
485,11,InterRail,MA,Newton,Boston,978.6701,17114363,Travel & Hospitality,1
486,103,Dealer Spike,OR,Lake Oswego,Portland OR,978.57,3710475,Advertising & Marketing,1
487,7,Maven Recruiting Group,CA,San Francisco,San Francisco,977.8545,2069804,Human Resources,1
488,68,Barbaricum,DC,Washington,Washington DC,972.3261,13470550,Government Services,2
489,17,CATMEDIA,GA,Tucker,Atlanta,970.4695,4574020,Government Services,1
490,93,STONE Resource Group,GA,Roswell,Atlanta,968.9465,8957333,IT Services,1
491,22,JEAR Logistics,SC,Mount Pleasant,Charleston-North Charleston SC,968.5956,15142000,Logistics & Transportation,1
492,11,Evolve Digital Labs,MO,Maplewood,St. Louis MO-IL,968.424,5109738,Advertising & Marketing,1
493,35,Red Rock Business Advisors,VA,Leesburg,Washington DC,966.0,4797000,Government Services,1
494,850,Bodhtree Solutions,CA,Santa Clara,San Jose,965.2948,40683608,IT Services,1
495,25,Cerebral Group,IA,West Des Moines,Des Moines-West Des Moines IA,964.3957,11093973,Government Services,1
496,24,Strategic Mobility Group,IL,Schaumburg,Chicago,964.3337,16349432,IT Services,2
497,14,Petroleum Kings,NY,New Rochelle,New York City,961.9433,2623000,Energy,1
498,26,Fino Consulting,NY,New York,New York City,956.1489,6025002,Software,1
499,67,TruEffect,CO,Westminster,Denver,953.1594,21276600,Advertising & Marketing,2
500,20,Rook Security,IN,Indianapolis,Indianapolis IN,942.2636,3998811,Security,1
501,54,SHINE Systems & Technologies,VA,Charlottesville,Charlottesville VA,941.5318,13097440,Government Services,2
502,60,Cornerstone Advisors Group,CT,Georgetown,Bridgeport-Stamford-Norwalk CT,940.4882,11582756,Health,3
503,6,Better Life,MO,St. Louis,St. Louis MO-IL,938.9836,3172235,Consumer Products & Services,1
504,12,US Perishables,CA,Oakland,San Francisco,935.2811,4435641,Logistics & Transportation,2
505,45,Pixafy,NY,New York,New York City,934.8826,4000194,Software,1
506,14,treetree,OH,Columbus,Columbus OH,934.304,2361047,Advertising & Marketing,1
507,12,Amicus Creative Media,NY,Port Washington,New York City,932.2259,3107000,Advertising & Marketing,1
508,31,Tribal Tech,VA,Alexandria,Washington DC,930.6793,3065261,Government Services,1
509,88,Evolv,CA,San Francisco,San Francisco,930.6238,5452000,Human Resources,1
510,87,Aventine Hill Partners,TX,San Antonio,San Antonio TX,929.9784,9326547,Business Products & Services,1
511,33,EventWorks,SC,North Charleston,Charleston-North Charleston SC,929.4724,3019216,Business Products & Services,1
512,7,Tach Tech,CA,San Francisco,San Francisco,927.3937,3069421,IT Services,1
513,24,IdeaScale,CA,San Francisco,San Francisco,915.5029,2395155,Software,1
514,24,Tucker-Rose Associates,TX,New Braunfels,San Antonio TX,914.9549,3115333,IT Services,1
515,16,Co-construct,VA,Crozet,Charlottesville VA,912.4393,2101986,Software,1
516,38,Tidal Basin Government Consulting,VA,Alexandria,Washington DC,912.2133,9547611,Government Services,1
517,213,Cimation,TX,Houston,Houston,910.9181,46660976,Energy,3
518,51,1st American Systems and Services,VA,Falls Church,Washington DC,910.8813,7034278,Government Services,2
519,2,New Horizon Health,CA,Westlake Village,Los Angeles,910.3953,7635426,Health,2
520,12,Sunsight Instruments,FL,Maitland,Orlando FL,908.5895,4719836,Telecommunications,2
521,40,Protege,VA,Reston,Washington DC,908.4151,3528878,IT Services,2
522,70,Bravens,PA,Breinigsville,Reading PA,908.2591,11759245,IT Services,1
523,17,Inductive Minds,VA,Sterling,Washington DC,908.0198,3667811,Government Services,1
524,10,Knockaround,CA,San Diego,San Diego,907.7487,5744500,Consumer Products & Services,1
525,34,Sanametrix,DC,Washington,Washington DC,906.8675,8357000,IT Services,1
526,119,Nutrabolt,TX,Bryan,College Station-Bryan TX,904.9543,155957508,Consumer Products & Services,4
527,231,Puppet Labs,OR,Portland,Portland OR,903.5672,16368522,Software,2
528,7,Pyure Brands,FL,Naples,Naples-Marco Island FL,898.3936,3044801,Food & Beverage,1
